City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
0,Hobart,AU,-42.88,147.33,46.0,87,75,5.82,broken clouds,0,0
1,Cap Malheureux,MU,-19.98,57.61,72.0,74,19,8.01,few clouds,0,0
2,Esperance,AU,-33.87,121.9,48.2,61,0,20.8,clear sky,0,0
3,Busselton,AU,-33.65,115.33,59.0,68,98,12.8,light rain,0,0
4,Mataura,NZ,-46.19,168.86,44.11,84,75,4.54,broken clouds,0,0
5,Benguela,AO,-12.58,13.41,67.32,85,0,6.38,clear sky,0,0
6,Rikitea,PF,-23.12,-134.97,71.2,73,90,14.18,overcast clouds,0,0
7,Jamestown,US,42.1,-79.24,70.0,73,1,6.93,clear sky,0,0
8,Castro,BR,-24.79,-50.01,58.1,88,5,4.76,clear sky,0,0
9,Makakilo City,US,21.35,-158.09,86.0,51,75,6.93,broken clouds,0,0
10,Zemio,CF,5.03,25.14,69.39,96,100,3.18,overcast clouds,0,0
11,Khakhea,BW,-24.69,23.49,41.18,52,0,10.58,clear sky,0,0
12,Moranbah,AU,-22.0,148.05,65.66,29,0,11.39,clear sky,0,0
13,Saldanha,ZA,-33.01,17.94,57.2,93,65,17.22,broken clouds,0,0
14,Barrow,US,71.29,-156.79,39.2,80,90,9.17,overcast clouds,0,0
15,Ushuaia,AR,-54.8,-68.3,35.6,80,40,18.34,scattered clouds,0,0
16,Atuona,PF,-9.8,-139.03,79.52,77,1,19.64,clear sky,0,0
17,Miri,MY,4.41,114.01,82.4,83,20,3.36,few clouds,0,0
18,Kavieng,PG,-2.57,150.8,84.18,68,98,5.08,overcast clouds,0,0
19,Cape Town,ZA,-33.93,18.42,59.0,93,75,28.86,light rain,0,0
20,Toamasina,MG,-18.17,49.38,66.2,93,40,2.24,shower rain,0,0
21,Marsh Harbour,BS,26.54,-77.06,82.65,73,85,15.28,overcast clouds,0,0
22,Rockport,US,28.02,-97.05,89.6,70,1,9.17,clear sky,0,0
23,Bredasdorp,ZA,-34.53,20.04,62.6,48,95,19.46,moderate rain,0,0
24,Padang,ID,-0.95,100.35,77.34,81,100,4.14,light rain,0,0
25,Diffa,NE,13.32,12.61,81.18,58,0,9.33,clear sky,0,0
26,Tasiilaq,GL,65.61,-37.64,37.4,86,38,9.17,scattered clouds,0,0
27,Ribeira Grande,PT,38.52,-28.7,68.7,82,8,15.82,clear sky,0,0
28,Tuatapere,NZ,-46.13,167.68,46.44,66,42,4.12,scattered clouds,0,0
29,Basco,PH,20.45,121.97,84.83,81,0,12.59,clear sky,0,0
30,Bengkulu,ID,-3.8,102.27,76.26,86,94,2.82,overcast clouds,0,0
31,Bandarbeyla,SO,9.49,50.81,82.18,64,27,28.95,scattered clouds,0,0
32,Punta Arenas,CL,-53.15,-70.92,33.8,86,43,8.05,light snow,0,0
33,Sioux Lookout,CA,50.1,-91.92,75.2,50,40,4.7,scattered clouds,0,0
34,Saint-Philippe,RE,-21.36,55.77,64.4,72,46,8.05,light rain,0,0
35,Vaini,TO,-21.2,-175.2,71.55,77,62,26.24,broken clouds,0,0
36,Voh,NC,-20.97,164.7,76.44,68,99,4.16,light rain,0,0
37,Dikson,RU,73.51,80.55,41.22,96,100,5.93,overcast clouds,0,0
38,Yellowknife,CA,62.46,-114.35,71.6,49,75,3.36,broken clouds,0,0
39,Ashtabula,US,41.7,-80.77,73.99,69,1,3.36,clear sky,0,0
40,Constitucion,CL,-35.33,-72.42,52.65,84,100,5.61,overcast clouds,0,0
41,Sao Joao Da Barra,BR,-21.64,-41.05,71.2,86,82,14.58,broken clouds,0,0
42,Victoria,HK,22.29,114.16,87.01,74,1,4.0,clear sky,0,0
43,Vardo,NO,70.37,31.11,47.08,89,0,3.47,clear sky,0,0
44,Qaanaaq,GL,77.48,-69.36,45.05,65,97,2.33,overcast clouds,0,0
45,Malakal,SS,9.53,31.66,71.11,95,100,4.61,overcast clouds,0,0
46,Hailey,US,43.52,-114.32,82.4,15,5,14.99,clear sky,0,0
47,Chokurdakh,RU,70.63,147.92,72.19,43,37,9.31,scattered clouds,0,0
48,Suamico,US,44.63,-88.04,77.0,47,1,6.93,clear sky,0,0
49,Hilo,US,19.73,-155.09,84.2,58,20,9.17,few clouds,0,0
50,San Patricio,MX,19.22,-104.7,84.2,79,75,13.87,broken clouds,0,0
51,Narsaq,GL,60.92,-46.05,51.8,57,100,4.7,light rain,0,0
52,Pisco,PE,-13.7,-76.22,61.0,87,40,4.7,mist,0,0
53,Pacific Grove,US,36.62,-121.92,75.99,52,1,9.17,clear sky,0,0
54,Wajir,KE,1.75,40.06,73.72,72,29,14.2,scattered clouds,0,0
55,Hithadhoo,MV,-0.6,73.08,84.56,73,42,10.29,scattered clouds,0,0
56,Nanortalik,GL,60.14,-45.24,45.97,88,100,4.23,light rain,0,0
57,Carnarvon,AU,-24.87,113.63,59.0,93,0,4.7,clear sky,0,0
58,Kahului,US,20.89,-156.47,89.6,43,40,25.28,scattered clouds,0,0
59,Maceio,BR,-9.67,-35.74,73.4,88,75,1.12,broken clouds,0,0
60,Raypur,IN,22.41,88.51,82.4,94,75,4.7,haze,0,0
61,Severo-Kurilsk,RU,50.68,156.12,50.54,90,100,8.37,overcast clouds,0,0
62,Khatanga,RU,71.97,102.5,60.6,63,46,19.08,scattered clouds,0,0
63,Bluff,NZ,-46.6,168.33,47.5,69,100,11.52,overcast clouds,0,0
64,Lebu,CL,-37.62,-73.65,48.43,89,100,8.43,overcast clouds,0,0
65,Port Elizabeth,ZA,-33.92,25.57,62.6,29,0,11.41,clear sky,0,0
66,Sao Pedro Do Sul,BR,-29.62,-54.18,53.6,100,3,2.24,clear sky,0,0
67,Tuktoyaktuk,CA,69.45,-133.04,57.2,62,75,10.29,broken clouds,0,0
68,Meadow Lake,US,34.8,-106.54,96.8,13,75,18.34,broken clouds,0,0
69,Bay Saint Louis,US,30.31,-89.33,93.2,63,40,3.36,scattered clouds,0,0
70,Atherton,GB,53.52,-2.49,60.01,65,64,5.21,broken clouds,0,0
71,Lorengau,PG,-2.02,147.27,85.59,62,50,4.38,scattered clouds,0,0
72,Fruitville,US,27.33,-82.46,87.8,70,20,10.29,few clouds,0,0
73,Vila Franca Do Campo,PT,37.72,-25.43,68.0,72,40,5.82,scattered clouds,0,0
74,Albany,US,42.6,-73.97,82.99,53,95,1.99,overcast clouds,0,0
75,Lac Du Bonnet,CA,50.25,-96.06,80.01,99,0,5.99,clear sky,0,0
76,Arraial Do Cabo,BR,-22.97,-42.03,72.46,78,92,13.87,overcast clouds,0,0
77,Trat,TH,12.5,102.5,78.8,90,100,6.6,moderate rain,0,0
78,Kapaa,US,22.08,-159.32,82.4,69,40,20.8,scattered clouds,0,0
79,Puerto Ayora,EC,-0.74,-90.35,68.0,90,82,1.01,broken clouds,0,0
80,Georgetown,MY,5.41,100.34,80.6,94,20,4.88,few clouds,0,0
81,Ambam,CM,2.38,11.28,68.23,98,94,3.04,overcast clouds,0,0
82,Alugan,PH,12.22,125.48,84.83,68,100,4.05,overcast clouds,0,0
83,Kerema,PG,-7.96,145.78,83.68,71,0,4.21,clear sky,0,0
84,Darhan,MN,49.49,105.92,69.22,66,0,4.68,clear sky,0,0
85,Luderitz,NA,-26.65,15.16,51.8,87,0,5.82,clear sky,0,0
86,Longyearbyen,SJ,78.22,15.64,46.4,75,75,2.24,broken clouds,0,0
87,Svecha,RU,58.28,47.52,59.88,94,0,4.97,clear sky,0,0
88,Port Blair,IN,11.67,92.75,82.69,78,100,14.47,overcast clouds,0,0
89,Mar Del Plata,AR,-38.0,-57.56,42.8,60,0,23.04,clear sky,0,0
90,Orbetello,IT,42.44,11.22,73.4,38,100,12.75,overcast clouds,0,0
91,Farmington,US,36.73,-108.22,100.4,14,1,14.99,clear sky,0,0
92,Hermanus,ZA,-34.42,19.23,55.0,87,100,8.01,light rain,0,0
93,Avarua,CK,-21.21,-159.78,68.0,94,100,3.36,moderate rain,0,0
94,Lamu,KE,-2.27,40.9,77.23,79,71,17.07,broken clouds,0,0
95,Ketchikan,US,55.34,-131.65,60.8,72,90,9.17,overcast clouds,0,0
96,Paamiut,GL,61.99,-49.67,44.85,81,100,12.28,overcast clouds,0,0
97,Cidreira,BR,-30.18,-50.21,55.35,87,21,7.0,few clouds,0,0
98,Nokaneng,BW,-19.67,22.27,42.19,51,0,3.38,clear sky,0,0
99,Broken Hill,AU,-31.95,141.43,44.6,87,90,14.99,overcast clouds,0,0
100,Suntar,RU,62.14,117.63,70.57,80,84,5.12,broken clouds,0,0
101,Bahia Honda,CU,22.9,-83.16,80.87,75,99,1.77,overcast clouds,0,0
102,Zhezkazgan,KZ,47.8,67.71,77.07,54,0,10.4,clear sky,0,0
103,Acari,PE,-15.43,-74.62,61.36,55,8,2.28,clear sky,0,0
104,Pevek,RU,69.7,170.31,49.57,70,55,6.15,broken clouds,0,0
105,Bethel,US,41.37,-73.41,78.8,61,1,6.91,clear sky,0,0
106,Alofi,NU,-19.06,-169.92,73.4,94,32,21.92,scattered clouds,0,0
107,Ostrovnoy,RU,68.05,39.51,47.61,91,100,7.96,overcast clouds,0,0
108,Arlit,NE,18.74,7.39,92.68,22,0,13.98,clear sky,0,0
109,Saskylakh,RU,71.92,114.08,63.32,58,100,17.45,overcast clouds,0,0
110,Elk Plain,US,47.05,-122.4,73.4,46,1,4.7,clear sky,0,0
111,Necochea,AR,-38.55,-58.74,36.0,80,0,4.0,clear sky,0,0
112,Sechura,PE,-5.56,-80.82,65.46,78,0,15.41,clear sky,0,0
113,Yulara,AU,-25.24,130.99,50.0,53,0,9.17,clear sky,0,0
114,Inverell,AU,-29.78,151.12,53.01,70,0,1.01,clear sky,0,0
115,Seoul,KR,37.57,126.98,68.0,88,90,3.36,mist,0,0
116,Kapuskasing,CA,49.42,-82.43,60.8,82,90,8.05,light rain,0,0
117,Faya,SA,18.39,42.45,68.02,29,81,2.89,broken clouds,0,0
118,Buin,CL,-33.73,-70.75,53.6,76,100,3.36,overcast clouds,0,0
119,Butaritari,KI,3.07,172.79,83.8,76,69,12.03,broken clouds,0,0
120,Ponta Do Sol,PT,32.67,-17.1,68.0,68,20,14.99,few clouds,0,0
121,Beirut,LB,33.89,35.49,78.8,78,0,8.05,clear sky,0,0
122,Saint-Francois,FR,46.42,3.91,53.6,76,0,1.14,clear sky,0,0
123,Iquique,CL,-20.22,-70.14,60.8,67,90,5.82,overcast clouds,0,0
124,Tiksi,RU,71.69,128.87,64.62,48,0,8.1,clear sky,0,0
125,Bambous Virieux,MU,-20.34,57.76,72.0,83,75,12.75,shower rain,0,0
126,Raychikhinsk,RU,49.78,129.41,77.59,75,0,4.85,clear sky,0,0
127,Hami,CN,42.8,93.45,79.79,31,84,6.93,broken clouds,0,0
128,Stavern,NO,59.0,10.03,57.0,54,1,5.82,clear sky,0,0
129,Ushtobe,KZ,45.25,77.98,70.65,36,0,4.14,clear sky,0,0
130,Margate,GB,51.38,1.39,61.0,47,1,3.13,clear sky,0,0
131,Mahebourg,MU,-20.41,57.7,69.8,83,75,12.75,shower rain,0,0
132,Coahuayana,MX,18.73,-103.68,69.8,88,90,17.22,thunderstorm,0,0
133,Arenapolis,BR,-14.45,-56.85,75.52,49,22,2.44,few clouds,0,0
134,Iqaluit,CA,63.75,-68.51,55.4,71,40,10.29,shower rain,0,0
135,Sao Filipe,CV,14.9,-24.5,74.37,82,88,3.8,overcast clouds,0,0
136,Bodden Town,KY,19.28,-81.25,84.99,74,20,5.82,few clouds,0,0
137,Yar-Sale,RU,66.83,70.83,51.37,96,100,13.04,moderate rain,0,0
138,Grand Gaube,MU,-20.01,57.66,72.0,74,15,8.01,few clouds,0,0
139,Esna,EG,25.29,32.55,82.65,21,0,11.16,clear sky,0,0
140,Sarankhola,BD,22.31,89.79,83.25,84,100,3.53,moderate rain,0,0
141,Provideniya,RU,64.38,-173.3,50.0,81,40,17.9,fog,0,0
142,Klaksvik,FO,62.23,-6.59,50.0,87,100,17.22,light rain,0,0
143,New Norfolk,AU,-42.78,147.06,44.01,92,0,1.23,clear sky,0,0
144,Cape Canaveral,US,28.41,-80.6,84.2,74,75,9.17,broken clouds,0,0
145,Cabo San Lucas,MX,22.89,-109.91,95.0,41,40,11.41,scattered clouds,0,0
146,Hamilton,US,39.18,-84.53,75.99,69,1,5.82,clear sky,0,0
147,Shitkino,RU,56.37,98.35,66.61,58,97,4.59,overcast clouds,0,0
148,Fortuna,US,40.6,-124.16,71.01,68,1,18.34,clear sky,0,0
149,Tagusao,PH,9.19,117.81,83.95,70,87,1.99,overcast clouds,0,0
150,Sibolga,ID,1.74,98.78,75.13,84,100,5.91,light rain,0,0
151,Kemin,KG,42.78,75.69,63.93,47,0,5.03,clear sky,0,0
152,Beloha,MG,-25.17,45.05,62.11,87,40,5.21,scattered clouds,0,0
153,Elizabeth City,US,36.29,-76.25,87.8,66,1,8.05,clear sky,0,0
154,Banda Aceh,ID,5.56,95.32,81.27,69,100,3.47,overcast clouds,0,0
155,East London,ZA,-33.02,27.91,60.12,35,0,15.28,clear sky,0,0
156,Nabire,ID,-3.37,135.48,84.83,65,97,3.11,overcast clouds,0,0
157,Henties Bay,NA,-22.12,14.28,54.0,94,0,3.0,clear sky,0,0
158,Pedro Juan Caballero,PY,-22.55,-55.73,70.05,63,60,5.48,broken clouds,0,0
159,Le Port,RE,-20.94,55.29,68.0,64,31,11.41,scattered clouds,0,0
160,San Andres,CO,12.58,-81.7,82.4,83,20,11.41,few clouds,0,0
161,Biak,ID,-0.91,122.88,80.49,75,78,7.47,broken clouds,0,0
162,Kaeo,NZ,-35.1,173.78,62.01,3,69,7.0,light rain,0,0
163,Barranca,PE,-10.75,-77.77,59.4,88,7,5.3,clear sky,0,0
164,Caravelas,BR,-17.71,-39.25,70.18,88,80,3.38,broken clouds,0,0
165,Dickinson,US,29.46,-95.05,95.0,50,40,4.7,scattered clouds,0,0
166,Opuwo,NA,-18.06,13.84,50.11,53,0,3.36,clear sky,0,0
167,Acarau,BR,-2.89,-40.12,77.67,78,14,15.12,few clouds,0,0
168,Mnogovershinnyy,RU,53.94,139.92,64.44,69,92,2.75,overcast clouds,0,0
169,Goderich,CA,43.75,-81.72,66.99,81,0,10.45,clear sky,0,0
170,Katsuura,JP,35.13,140.3,73.0,78,100,10.29,overcast clouds,0,0
171,Faanui,PF,-16.48,-151.75,79.09,75,100,13.65,overcast clouds,0,0
172,Cabo Rojo,PR,18.09,-67.15,84.99,80,81,1.01,broken clouds,0,0
173,Wilmington,US,34.23,-77.94,80.6,74,1,5.82,clear sky,0,0
174,Aksarka,RU,66.56,67.8,56.34,96,100,6.35,moderate rain,0,0
175,Champaign,US,40.13,-88.2,78.8,74,1,10.29,clear sky,0,0
176,Strezhevoy,RU,60.73,77.59,59.0,93,5,4.47,clear sky,0,0
177,Guaratinga,BR,-16.57,-39.57,69.8,94,20,5.82,few clouds,0,0
178,Port Lincoln,AU,-34.73,135.87,56.12,75,49,3.0,scattered clouds,0,0
179,Port Alfred,ZA,-33.59,26.89,59.67,34,0,9.48,clear sky,0,0
180,Datong,CN,40.09,113.29,64.17,82,96,6.33,light rain,0,0
181,Chapada Dos Guimaraes,BR,-15.46,-55.75,80.6,47,49,2.24,scattered clouds,0,0
182,Lima,PE,-12.04,-77.03,59.0,82,40,5.82,scattered clouds,0,0
183,Aswan,EG,24.09,32.91,81.99,23,0,9.53,clear sky,0,0
184,Lagoa,PT,39.05,-27.98,68.52,81,0,14.0,clear sky,0,0
185,Torbay,CA,47.67,-52.73,55.99,93,90,23.04,overcast clouds,0,0
186,Ust-Tsilma,RU,65.44,52.15,50.25,93,100,7.67,overcast clouds,0,0
187,Broome,US,42.25,-75.83,71.01,88,90,11.41,light rain,0,0
188,Sena Madureira,BR,-9.07,-68.66,76.89,75,21,2.55,few clouds,0,0
189,Brawley,US,32.98,-115.53,114.8,13,90,8.05,overcast clouds,0,0
190,Aklavik,CA,68.22,-135.01,59.0,62,90,2.24,shower rain,0,0
191,Ocos,GT,14.51,-92.19,84.2,83,75,4.7,broken clouds,0,0
192,Touros,BR,-5.2,-35.46,71.6,94,20,3.36,few clouds,0,0
193,Mtimbira,TZ,-8.78,36.35,65.48,75,11,2.44,few clouds,0,0
194,Talnakh,RU,69.49,88.4,55.4,71,100,6.71,overcast clouds,0,0
195,Poya,NC,-21.35,165.15,73.35,76,100,4.34,light rain,0,0
196,Codrington,AU,-38.27,141.97,54.18,80,0,5.77,clear sky,0,0
197,Cerro Grande,HN,13.82,-87.25,66.49,90,100,5.5,overcast clouds,0,0
198,Port-Cartier,CA,50.03,-66.87,68.0,88,90,4.7,overcast clouds,0,0
199,Prince Rupert,CA,54.32,-130.32,59.0,77,1,6.93,clear sky,0,0
200,Sovetskiy,RU,61.36,63.58,65.48,61,0,9.89,clear sky,0,0
201,Ancud,CL,-41.87,-73.82,37.0,77,83,1.12,broken clouds,0,0
202,Bathsheba,BB,13.22,-59.52,82.4,78,20,14.99,few clouds,0,0
203,Nikolskoye,RU,59.7,30.79,51.8,81,0,1.23,fog,0,0
204,Saint George,US,37.1,-113.58,108.0,12,1,16.11,clear sky,0,0
205,Thompson,CA,55.74,-97.86,71.6,60,75,6.93,broken clouds,0,0
206,Tucurui,BR,-3.77,-49.67,77.68,70,54,2.37,broken clouds,0,0
207,Beyneu,KZ,45.32,55.2,82.06,32,0,14.54,clear sky,0,0
208,Batagay,RU,67.63,134.63,80.49,51,69,2.93,broken clouds,0,0
209,Naryan-Mar,RU,67.67,53.09,44.76,85,70,12.01,broken clouds,0,0
210,Altamira,BR,-3.2,-52.21,75.38,86,65,1.41,broken clouds,0,0
211,Itaituba,BR,-4.28,-55.98,75.65,84,0,1.95,clear sky,0,0
212,Coquimbo,CL,-29.95,-71.34,55.4,82,67,3.36,broken clouds,0,0
213,Harnosand,SE,62.63,17.94,52.0,93,100,4.7,moderate rain,0,0
214,Tiznit,MA,29.58,-9.5,82.42,35,0,2.89,clear sky,0,0
215,Kieta,PG,-6.22,155.63,79.23,83,100,8.81,moderate rain,0,0
216,Geraldton,AU,-28.77,114.6,53.6,62,0,16.11,clear sky,0,0
217,Griffith,US,41.53,-87.42,73.0,68,75,5.82,broken clouds,0,0
218,San Pedro Buenavista,MX,16.08,-93.12,86.0,62,40,20.8,scattered clouds,0,0
219,Hailun,CN,47.45,126.93,78.15,68,0,4.09,clear sky,0,0
220,Talcahuano,CL,-36.72,-73.12,53.6,100,90,4.7,mist,0,0
221,Chilca,PE,-12.52,-76.74,59.0,82,40,5.82,scattered clouds,0,0
222,Zhigansk,RU,66.77,123.37,70.92,50,100,4.12,overcast clouds,0,0
223,Yeppoon,AU,-23.13,150.73,66.2,55,3,8.05,clear sky,0,0
224,Valparaiso,CL,-33.04,-71.63,62.6,55,100,4.7,overcast clouds,0,0
225,Kargopol,RU,61.51,38.95,52.63,79,96,0.78,overcast clouds,0,0
226,Tecoanapa,MX,16.52,-98.75,82.99,72,100,2.42,overcast clouds,0,0
227,Norman Wells,CA,65.28,-126.83,66.2,63,75,5.82,broken clouds,0,0
228,Lakhipur,IN,26.03,90.3,79.79,90,96,3.74,light rain,0,0
229,Ilulissat,GL,69.22,-51.1,48.2,70,49,1.12,scattered clouds,0,0
230,Leningradskiy,RU,69.38,178.42,42.8,70,100,10.74,overcast clouds,0,0
231,Gimli,CA,50.63,-96.99,80.01,99,93,5.99,overcast clouds,0,0
232,Bayan,CN,46.08,127.4,79.88,65,0,7.47,clear sky,0,0
233,Portland,US,45.52,-122.68,77.0,44,20,10.29,few clouds,0,0
234,Gat,IL,31.61,34.76,73.99,81,16,4.0,few clouds,0,0
235,Ornskoldsvik,SE,63.29,18.72,48.2,81,93,8.05,overcast clouds,0,0
236,Morondava,MG,-20.28,44.28,67.69,85,0,8.79,clear sky,0,0
237,Boyolangu,ID,-8.12,111.89,76.53,82,61,2.93,broken clouds,0,0
238,Dalvik,IS,65.97,-18.53,51.8,87,20,2.24,light intensity drizzle,0,0
239,Marfino,RU,55.7,37.38,60.01,93,90,6.71,overcast clouds,0,0
240,Richards Bay,ZA,-28.78,32.04,57.65,68,0,12.84,clear sky,0,0
241,Patea,NZ,-39.76,174.48,57.0,93,5,1.01,clear sky,0,0
242,Pitimbu,BR,-7.47,-34.81,73.4,88,0,4.7,clear sky,0,0
243,Mezen,RU,65.85,44.24,47.77,90,3,2.53,clear sky,0,0
244,Pringsewu,ID,-5.36,104.97,79.36,75,7,0.76,clear sky,0,0
245,Horta,PT,38.53,-28.63,68.47,82,17,13.47,few clouds,0,0
246,Puerto Escondido,MX,15.85,-97.07,84.2,66,90,5.82,overcast clouds,0,0
247,Port Moresby,PG,-9.44,147.18,82.4,83,40,11.41,scattered clouds,0,0
248,Jijiga,ET,9.35,42.8,62.76,74,40,17.25,scattered clouds,0,0
249,Mercedes,AR,-34.65,-59.43,48.0,72,48,9.01,scattered clouds,0,0
250,Oriximina,BR,-1.77,-55.87,77.63,82,92,4.7,overcast clouds,0,0
251,Sibut,CF,5.72,19.07,70.83,95,100,2.24,moderate rain,0,0
252,Clyde River,CA,70.47,-68.59,42.8,87,20,6.93,few clouds,0,0
253,Bilma,NE,18.69,12.92,88.0,36,67,7.67,broken clouds,0,0
254,Findlay,US,41.04,-83.65,78.8,61,1,6.93,clear sky,0,0
255,Sola,VU,-13.88,167.55,80.6,78,90,23.04,overcast clouds,0,0
256,Beringovskiy,RU,63.05,179.32,51.19,81,100,9.42,overcast clouds,0,0
257,Porto Novo,BJ,6.5,2.6,77.0,94,40,8.05,scattered clouds,0,0
258,Souillac,MU,-20.52,57.52,69.8,83,75,12.75,shower rain,0,0
259,Upernavik,GL,72.79,-56.15,41.68,88,93,9.46,overcast clouds,0,0
260,Anadyr,RU,64.75,177.48,57.2,76,40,4.47,light rain,0,0
261,Quatre Cocos,MU,-20.21,57.76,72.0,83,75,12.75,shower rain,0,0
262,Airai,TL,-8.93,125.41,66.51,72,100,6.11,overcast clouds,0,0
263,Zarubino,RU,42.63,131.09,65.3,83,54,6.73,broken clouds,0,0
264,Eha Amufu,NG,6.66,7.76,72.12,96,100,4.59,overcast clouds,0,0
265,Reguengos De Monsaraz,PT,38.43,-7.53,78.01,64,0,5.82,clear sky,0,0
266,Las Palmas,ES,28.42,-14.01,71.6,88,20,17.22,few clouds,0,0
